case_id,tenant,channel,locale,intent,priority,input,chat_json,expected_behavior,ideal_answer,disallowed_content,required_actions,tools_allowed,routing_hint,rag_collection,rag_query,source_urls,source_titles,source_ids,policy_refs,tags,eval_notes
REACH-0089,tenant_09,webchat,en-CA,rate_limits,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rate_limits` in tenant `tenant_09`. Correlation ID: rc_10924b3e72. CLI version reach 1.9.9.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rate limits`. Error: HTTP 489 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rate_limits`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rate_limits`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rate_limits troubleshooting correlation rc_10924b3e72,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_033c4a19d9,reach_support_policy_v1,"rate_limits,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0090,tenant_01,webchat,en-CA,billing_invoices,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `billing_invoices` in tenant `tenant_01`. Correlation ID: rc_de71f32c0b. CLI version reach 1.0.10.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach billing invoices`. Error: HTTP 490 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `billing_invoices`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `billing_invoices`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,billing_invoices troubleshooting correlation rc_de71f32c0b,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_e8e9577325,reach_support_policy_v1,"billing_invoices,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0091,tenant_02,webchat,en-CA,webhook_verify,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `webhook_verify` in tenant `tenant_02`. Correlation ID: rc_0e515d637e. CLI version reach 1.1.11.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach webhook verify`. Error: HTTP 491 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `webhook_verify`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `webhook_verify`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,webhook_verify troubleshooting correlation rc_0e515d637e,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_4aa7cb4565,reach_support_policy_v1,"webhook_verify,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0092,tenant_03,webchat,en-CA,security_incident,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `security_incident` in tenant `tenant_03`. Correlation ID: rc_28b4e3a37d. CLI version reach 1.2.12.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach security incident`. Error: HTTP 492 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `security_incident`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `security_incident`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,security_incident troubleshooting correlation rc_28b4e3a37d,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_1c11ca7518,reach_support_policy_v1,"security_incident,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0093,tenant_04,webchat,en-CA,tenant_roles,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `tenant_roles` in tenant `tenant_04`. Correlation ID: rc_1cdce95975. CLI version reach 1.3.13.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach tenant roles`. Error: HTTP 493 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `tenant_roles`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `tenant_roles`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,tenant_roles troubleshooting correlation rc_1cdce95975,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_952b5b6d31,reach_support_policy_v1,"tenant_roles,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0094,tenant_05,webchat,en-CA,preview_500,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `preview_500` in tenant `tenant_05`. Correlation ID: rc_588aa2ea86. CLI version reach 1.4.14.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach preview 500`. Error: HTTP 494 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `preview_500`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `preview_500`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,preview_500 troubleshooting correlation rc_588aa2ea86,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_c9575700f4,reach_support_policy_v1,"preview_500,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0095,tenant_06,webchat,en-CA,config_validation,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `config_validation` in tenant `tenant_06`. Correlation ID: rc_54d4b9ebdc. CLI version reach 1.5.15.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach config validation`. Error: HTTP 495 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.5.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `config_validation`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `config_validation`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,config_validation troubleshooting correlation rc_54d4b9ebdc,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_dcd6720b99,reach_support_policy_v1,"config_validation,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0096,tenant_07,webchat,en-CA,install_cli,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `install_cli` in tenant `tenant_07`. Correlation ID: rc_a7b698656e. CLI version reach 1.6.16.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach install cli`. Error: HTTP 496 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.6.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `install_cli`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `install_cli`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,install_cli troubleshooting correlation rc_a7b698656e,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_f44dd8f763,reach_support_policy_v1,"install_cli,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0097,tenant_08,webchat,en-CA,login_auth,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `login_auth` in tenant `tenant_08`. Correlation ID: rc_52a5943ea2. CLI version reach 1.7.17.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach login auth`. Error: HTTP 497 or config validation failure. Running on Ubuntu 22.04 with Node 20.6.7.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `login_auth`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `login_auth`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,login_auth troubleshooting correlation rc_52a5943ea2,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_ee3224fe24,reach_support_policy_v1,"login_auth,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0098,tenant_09,webchat,en-CA,api_keys,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `api_keys` in tenant `tenant_09`. Correlation ID: rc_2047607ba4. CLI version reach 1.8.18.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach api keys`. Error: HTTP 498 or config validation failure. Running on Ubuntu 22.04 with Node 20.0.8.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `api_keys`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `api_keys`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,api_keys troubleshooting correlation rc_2047607ba4,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_7c97654756,reach_support_policy_v1,"api_keys,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0099,tenant_01,webchat,en-CA,rag_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_setup` in tenant `tenant_01`. Correlation ID: rc_843020d0fa. CLI version reach 1.9.19.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag setup`. Error: HTTP 499 or config validation failure. Running on Ubuntu 22.04 with Node 20.1.0.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_setup troubleshooting correlation rc_843020d0fa,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_6c34953951,reach_support_policy_v1,"rag_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0100,tenant_02,webchat,en-CA,rag_quality,P1,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `rag_quality` in tenant `tenant_02`. Correlation ID: rc_546a5eef84. CLI version reach 1.0.0.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach rag quality`. Error: HTTP 0 or config validation failure. Running on Ubuntu 22.04 with Node 20.2.1.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `rag_quality`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `rag_quality`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,rag_quality troubleshooting correlation rc_546a5eef84,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_7216d0a9d3,reach_support_policy_v1,"rag_quality,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0101,tenant_03,webchat,en-CA,mcp_setup,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `mcp_setup` in tenant `tenant_03`. Correlation ID: rc_bf89ce437a. CLI version reach 1.1.1.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach mcp setup`. Error: HTTP 1 or config validation failure. Running on Ubuntu 22.04 with Node 20.3.2.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `mcp_setup`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `mcp_setup`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,mcp_setup troubleshooting correlation rc_bf89ce437a,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_bd09114723,reach_support_policy_v1,"mcp_setup,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0102,tenant_04,webchat,en-CA,pack_install,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_install` in tenant `tenant_04`. Correlation ID: rc_dbd2d328d3. CLI version reach 1.2.2.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack install`. Error: HTTP 2 or config validation failure. Running on Ubuntu 22.04 with Node 20.4.3.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_install`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_install`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_install troubleshooting correlation rc_dbd2d328d3,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_1fbe08f921,reach_support_policy_v1,"pack_install,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
REACH-0103,tenant_05,webchat,en-CA,pack_publish,P2,,"{""messages"": [{""role"": ""system"", ""content"": ""You are Reach Support. Provide concise, technical, secure answers. Use RAG grounding. Never fabricate account status. Escalate security risks.""}, {""role"": ""user"", ""content"": ""We're seeing an issue related to `pack_publish` in tenant `tenant_05`. Correlation ID: rc_37ac0bdc9d. CLI version reach 1.3.3.""}, {""role"": ""assistant"", ""content"": ""Understood. Please share the exact command run and the full error output. Also confirm your OS, Node version, and whether this is local or CI.""}, {""role"": ""user"", ""content"": ""Command: `reach pack publish`. Error: HTTP 3 or config validation failure. Running on Ubuntu 22.04 with Node 20.5.4.""}, {""role"": ""assistant"", ""content"": ""Based on the error and intent `pack_publish`, here are steps:\n1) Validate configuration via `reach doctor --full`.\n2) Confirm environment variables are set correctly.\n3) If auth-related, run `reach logout && reach login`.\n4) If pack/RAG-related, validate config schema and collection names.\n5) Retry command and monitor correlation ID in logs.\nIf issue persists, create support ticket including correlation ID.""}]}",Provide structured troubleshooting steps grounded in Reach docs; avoid fabrication; escalate if security-related.,"Based on the error and intent `pack_publish`, here are steps:
1) Validate configuration via `reach doctor --full`.
2) Confirm environment variables are set correctly.
3) If auth-related, run `reach logout && reach login`.
4) If pack/RAG-related, validate config schema and collection names.
5) Retry command and monitor correlation ID in logs.
If issue persists, create support ticket including correlation ID.",No fabricated billing/account status; no insecure workarounds.,Collect logs; validate config; confirm env vars; retry; escalate if unresolved.,"reach_doctor,account_lookup,rag_search,ticket_create",Escalate to human if repeated 500s or security incident.,reach_docs,pack_publish troubleshooting correlation rc_37ac0bdc9d,https://docs.reach.dev/guides/troubleshooting,Reach Troubleshooting Guide,doc_620fb45d5b,reach_support_policy_v1,"pack_publish,troubleshooting,cli",Ensure multi-turn continuity and correct command references.
